,tweet_id,author_id,tweet,lang,tweet_time,like_count,follower_count,following_count,tweet_count,retweet_count,quote_count,reply_count,call_berlin_time,annotate_sent,annotate_person
2490,1.49654E+18,1.17621E+18,@PKythreotis The same when banks in #Cyprus and #CreditSuisse #Switzerland were sending millions of #Libya stolen money by #Dabaiba and his accomplice #Lamlum using multiple bank accounts to other countries by way of #MoneyLaundering to invest in shady #bussiness and #RealEstate. #SwissLeaks,en,2022-02-23 17:46:33+00:00,3,86,625,1595,0,0,1,07/05/2022 11:20,-1,E
2485,1.49657E+18,2370845030,"@SamRamani2 Switzerland represents Russia's interests in Tbilisi &amp; Georgia's interests in Moscow. They didn’t sanction for the Crimea invasion, they are not going sanction LPR or DPR attacks. Russias ENR fund is the one biggest on the Swiss stock exchange 🤷‍♂️💶 money talks #Ukraine",en,2022-02-23 19:37:22+00:00,20,215,513,4125,5,0,2,07/05/2022 11:20,-1,E
2479,1.49661E+18,1.23742E+18,"@REWoman I'm probably going to end up with a proper Swiss bank because I am not evading or even avoiding taxes.

I just want my money out of Canada where they can't take it because I have 'unacceptable views' 

I also think holding Swiss francs is a great way to protect against inflation",en,2022-02-23 22:08:02+00:00,6,155,788,2071,1,0,0,07/05/2022 11:20,1,E
2477,1.49664E+18,1247876839,"Texas has embraced #Bitcoin

Its GDP is bigger than:

- Spain 🇪🇸
- Russia 🇷🇺
- Mexico 🇲🇽
- Canada 🇨🇦
- Thailand 🇹🇭
- Australia 🇦🇺
- Indonesia 🇮🇩
- Switzerland 🇨🇭
- South Korea 🇰🇷
- Saudi Arabia 🇸🇦",en,2022-02-24 00:03:27+00:00,14,1265,72,330,2,0,0,07/05/2022 11:20,0,E
2473,1.4967E+18,8.21572E+17,"@RubenGallego Used to be energy independent. Swiss Cheese 4 brains stopped the Keystone Pipeline &amp; drilling. Inflation 40 yr high, going up. Gas prices through the roof, going higher. Starting WWIII. You think any of us care about the Ukraine and it's, border when our border is open &amp; invaded?",en,2022-02-24 04:10:44+00:00,4,419,393,17802,0,0,0,07/05/2022 11:20,-1,E
2468,1.49674E+18,460288171,"SWISS PREMARKET:

$SMI -2,74%

$ABBN -4,5%
$CSGN -4,2%
$UBSG -4,6%

Index heavy weights smoothening things somewhat.

$ADEN -3,4% (earnings)

Small- and midcaps weak. Investors taking risks off the table.",en,2022-02-24 07:03:54+00:00,4,5123,297,21107,2,0,0,07/05/2022 11:20,0,E
2452,1.49683E+18,1.37431E+18,"@velo_swiss @olgatokariuk @akk @jakluge easiest explanation to not doing anything: we're weak, halpless, unarmed. Oh yes, we're still biggest economy on the continent but what can we do?",en,2022-02-24 12:33:17+00:00,5,11,147,680,0,0,1,07/05/2022 11:20,-1,E
2449,1.49684E+18,1.0574E+18,"@PamelaApostolo1 Simple solution make Ukraine like Switzerland a neutral state, but the  human emotions get involved and fighting starts. If Ukraine were a neutral state, watch both sides try to invest to make it strong economically not selling weapons to all sides. Humanity failed everyone",en,2022-02-24 13:23:31+00:00,6,403,2272,15772,1,0,6,07/05/2022 11:20,-1,E
2447,1.49685E+18,1.40885E+18,"$doge is overrated 
$DFI is underrated 

Choose wisely where you want to invest your hard earned $$! Invest today and don't wait too long.

You can buy $DFI on @kucoincom, @DFX_Swiss or @cakedefi!",en,2022-02-24 14:22:21+00:00,10,51,9,12288,7,0,0,07/05/2022 11:20,0,E
2444,1.49687E+18,581740562,"So, if I understand this right, #Russians on the #EU sanctions list who have money in #Swiss banks can still access it and withdraw it. But they can't invest more or open new accounts. God neutrality is complicated...and maybe a wee bit grubby today. 🤔",en,2022-02-24 15:21:56+00:00,14,4754,577,8388,4,0,0,07/05/2022 11:20,-1,E
2431,1.49692E+18,1.35243E+18,@ballmanproject @swissborg @Cyrus_Fazel @stanwawrinka a quick question. I am pretty sure i read all the stuff i invest before. So why the Number of NFTs increased from 5555 to 6200. From swiss people i expect better communication. Not the first time….,en,2022-02-24 18:59:48+00:00,3,158,292,925,0,0,2,07/05/2022 11:20,-1,E
2398,1.49727E+18,1.10391E+18,"@overitanddone19 @maraleia @alexstubb @NATO Switzerland and Austria both free-load from the security regime ensured by NATO, all while the rest of us have to pay 2% of GDP into ensuring our regional security",en,2022-02-25 17:57:41+00:00,5,1123,3887,11551,0,0,4,07/05/2022 11:20,-1,E
2396,1.49731E+18,1.02848E+18,@AndreasStockter @SwissMFA Swiss companies successfully lead a majority of Swiss citizens to believe that 6 weeks of vacation will completely ruin the Swiss Economy. So imagine what Sanctions would do according to those companies...,en,2022-02-25 20:39:18+00:00,4,28,44,4607,0,0,0,07/05/2022 11:20,-1,E
2360,1.49768E+18,137053871,@JamesGRickards He should have adopted the Swiss model and adopted neutrality whilst focusing on building a gega super economy 🤦‍♂️,en,2022-02-26 21:07:06+00:00,3,1058,1254,13438,0,0,0,07/05/2022 11:20,0,E
2351,1.49784E+18,1.4664E+18,"What are negative interest rates?

Negative interest rates are when an interest rate falls below 0%.

But why do Swiss banks charge us for holding our money?",en,2022-02-27 08:03:36+00:00,6,1858,154,9961,3,0,1,07/05/2022 11:20,0,E
2348,1.49788E+18,3761113648,"4. Ireland 
Population: 4,953,494
GDP per capita (PPP): $87,212.0

5. Switzerland
Population: 8,675,923
GDP per capita (PPP): $70,276.6

6. United Arab Emirates
Population: 9,926,221
GDP per capita (PPP): $69,957.6",en,2022-02-27 10:16:39+00:00,3,15070,9537,25639,0,0,1,07/05/2022 11:20,0,E
2344,1.49789E+18,126869548,"Week Ahead Global
-President Biden's State of the Union Speech on 
March 1
-US non-farm payrolls data
-US Manufacturing PMI, Services PMI
-Euro Area inflation rate
-China manufacturing PMI
-Q4 GDP numbers for Canada, Australia, Turkey, Switzerland, and Brazil
@CNBC_Awaaz",en,2022-02-27 11:08:51+00:00,70,132669,987,18039,7,0,1,07/05/2022 11:20,0,E
2327,1.49799E+18,3127521514,"@NormRCN31 Well @HassanHusseini2 maybe we should defund social programs, spend 2%+ of gdp on the military&amp;require that everyone,upon reaching 18 years of age, get military training &amp;then get refresher training every year until age of 55 (something like the neutral country of Switzerland)",en,2022-02-27 17:37:04+00:00,3,1307,1514,35006,0,0,0,07/05/2022 11:20,1,E
2323,1.49803E+18,395386743,"Outcomes of the invasion for Putin so far

-Sweden and Switzerland both break historic neutrality

- Sweden and Finland look likely to join NATO

-Russia becomes the third country banned from SWIFT

-Zelensky an international hero

-Run away Russian inflation

-4K Russians dead",en,2022-02-27 20:08:48+00:00,36,2053,1720,22961,1,0,2,07/05/2022 11:20,0,E
2321,1.49803E+18,349403881,@Blake_Allen13 @AFP Putin has awoken and United the Western world. The great majority of Americans are United on Ukraine. Now Germany talking about 2 percent of GDP on military. When Switzerland and Sweden leave neutrally?,en,2022-02-27 20:25:21+00:00,5,1665,1306,14480,0,0,2,07/05/2022 11:20,0,E
2320,1.49803E+18,2961666229,"all of his allies turning against him, has countries actively trying to become members of nato, nato more united than ever, his economy in literal shambles, ended the swiss neutrality. just such a dumbass.",en,2022-02-27 20:34:43+00:00,10,2220,1971,132458,0,0,0,07/05/2022 11:20,-1,E
2305,1.4981E+18,1.474E+18,"@Feelz_desperate @mattyglesias And shrugging off what has already been done to their economy also ignores watershed moments like Sweden and Finland supplying arms to Ukraine, as well as Swiss banks (!) freezing Russian assets. Enormous deal.",en,2022-02-28 00:44:19+00:00,4,5,67,920,1,0,0,07/05/2022 11:20,-1,E
2304,1.49811E+18,8.11686E+17,"🔴#BREAKING — Germany is preparing for new defense spending.

 It is equivalent to 3% of GDP.

 Putin out of the blue changed the position of passive states.  Even Switzerland broke its neutrality.

 #UkraineUnderAttack #UkraineInvasion #WARINUKRAINE #Kiew #UkraineRussia",en,2022-02-28 01:33:14+00:00,3,741,350,6796,2,0,1,07/05/2022 11:20,-1,E
2301,1.49813E+18,1345720573,@OldManLefty1 It is about time they grew a spine.  Switzerland has the second highest per capita GDP in the world.,en,2022-02-28 03:14:28+00:00,10,119,234,7278,3,0,0,07/05/2022 11:20,1,E
2300,1.49814E+18,2445651157,"Putin has managed to push Germany into spending 2% of its GDP on defense, pressure the Brits to crack down on Russian money, budge Switzerland toward reassessing its neutral-on-all-things status, and turn Viktor Orban into a supporter of refugees. Miracle worker.",en,2022-02-28 03:34:07+00:00,1499,6907,1351,54023,286,16,24,07/05/2022 11:20,-1,E
2290,1.49818E+18,32457108,"3. Most if not all of this is driven from the fact that ppl are too scared to raise their voice
4. The system of justice is broken
5. Human rights &amp; protection is selective
6. We want to attract others to invest into PK, yet our own landed elite prefers swiss accts &amp; investments",en,2022-02-28 06:10:44+00:00,3,3888,564,6797,0,0,1,07/05/2022 11:20,-1,E
2289,1.49818E+18,9.98712E+17,"Russia's ruble has crashed to 119 rubles per US dollar, Russian stocks are crashing so fast they closed their stock exchange until further notice, and even neutral Switzerland is abut to freeze Russian assets.

Make sure you take a pistol into the bunker with you, Putin.",en,2022-02-28 06:29:32+00:00,4,1837,1819,3624,1,0,0,07/05/2022 11:20,-1,E
2284,1.49819E+18,460288171,"SWISS PREMARKET:

$SMI -2,16%
$SMIM -2,14%

$CFR -3,3%
$CSGN -4,3% (Ukraine conflict)
$PGHN -3%
$SREN -3,7% (broker calls)
$UBSG -4,6% (Ukraine conflict)

$BALN -3%
$EFGN -3,5%
$BAER -3,7%
$TEMN -3%

Most other shares also lower traded so far.",en,2022-02-28 07:06:25+00:00,4,5123,297,21107,1,0,0,07/05/2022 11:20,0,E
2281,1.4982E+18,2859094945,"@MKGenest Putin: “But you stayed neutral with the Nazis!”
Swiss: “That was before TikTok and Instagram.
It’s not personal Vlad, it’s  business. 
Also, with the new exchange rate, your account has 872 billion Rubles ($17.35 USD). Sorry, no access. Would you like some delicious chocolate?",en,2022-02-28 07:21:14+00:00,671,4295,4989,24652,60,3,14,07/05/2022 11:20,-1,E
2280,1.49821E+18,381696140,"SWISS GDP QOQ ACTUAL 0.3% (FORECAST 0.3%, PREVIOUS 1.7%) $MACRO",en,2022-02-28 08:00:10+00:00,7,151247,53,175502,0,0,0,07/05/2022 11:20,0,E
2279,1.49821E+18,381696140,"SWISS GDP YOY ACTUAL 3.7% (FORECAST 3.7%, PREVIOUS 4.1% ,REVISION 3.8%) $MACRO",en,2022-02-28 08:00:12+00:00,8,151247,53,175502,1,0,0,07/05/2022 11:20,0,E
2268,1.49825E+18,1.4626E+18,@Das_Kludi Switzerland implemented sanctions before the EU. Also the EU is justified in pressuring Switzerland. Switzerland's economy and the swiss standard of living is dependent on generous agreements with the EU.,en,2022-02-28 11:04:23+00:00,24,5,219,603,0,0,1,07/05/2022 11:20,-1,E
2262,1.49827E+18,1.22753E+18,"$doge is overrated 
$DFI is underrated 

Choose wisely where you want to invest your hard earned $$! Invest today and don't wait too long.

You can buy $DFI on @kucoincom, @DFX_Swiss or @cakedefi!",en,2022-02-28 12:03:12+00:00,8,76,198,3056,6,0,0,07/05/2022 11:20,0,E
2256,1.49829E+18,3107927636,"#Switzerland's govt adopts #EU sanctions on #Russia.
Freezes assets of tgted people an dcos effective immediately.
Adops financial sanctions agst Putin and other Russian offcials.

Swiss take a side. #SNB may have to get to work. EURCHF vack on 1.0300/10.
$CHF",en,2022-02-28 13:39:53+00:00,6,15093,32,13941,4,0,1,07/05/2022 11:20,0,E
2252,1.4983E+18,59583028,"@Francis_NL @SamRamani2 Austria and Sweden first, then Finland, Ireland and Switzerland...

All accept the benefits of protection under the NATO umbrella of collective defence, all should give equal commitment (2% of GDP).",en,2022-02-28 14:03:22+00:00,4,372,1641,22772,0,0,0,07/05/2022 11:20,1,E
2248,1.49831E+18,1.35521E+18,@DavidAnon8 @DavidLe76335983 @GoldSwitzerland A lot of the assets of the Swiss Central Bank (SNB) are placed in America.,en,2022-02-28 14:38:07+00:00,3,182,235,6857,0,0,0,07/05/2022 11:20,0,E
2246,1.49832E+18,226815339,"@KyivIndependent @aditi_tyagi Wow..
If Switzerland taking sides mean Russians didn’t invest fortunes in Swiss banks!",en,2022-02-28 15:33:43+00:00,55,79,54,547,1,0,14,07/05/2022 11:20,0,E
2243,1.49832E+18,288259199,"Extraordinary sanctions, economy destroying sanctions, economy collapsing sanctions.

Arms and (clearly) targeting intelligence to Ukraine. 

Germany rearming. Swiss neutrality waved. Turkey closing straits. etc.",en,2022-02-28 15:43:25+00:00,457,86861,2103,14180,25,3,3,07/05/2022 11:20,-1,E
2237,1.49833E+18,4511563098,"- Russian citizens forbidden from withdrawing foreign currency
- Switzerland to freeze Russian assets in its banks
- European airspace closed to Russian airplanes 
- Russian oligarchs being targeted for financial pain
- Rouble in free fall + interest rate jump
Way to go Vlad!",en,2022-02-28 16:03:52+00:00,5,798,2091,22943,2,1,0,07/05/2022 11:20,-1,E
2234,1.49833E+18,1.31904E+18,@CHvonGunten @KyivIndependent Aren't you concerned for your financial system? Isn't Swiss neutrality why so many foreigners invest in Swiss banks?,en,2022-02-28 16:08:13+00:00,94,4,78,30,7,1,13,07/05/2022 11:20,-1,E
2214,1.49837E+18,7.72428E+17,"@otkyda_smelost @KremlinRussia The Ukraine could become the Swiss of the east european countries,, neutral politics,,, good universities, prosper economy,,,Good neighbourhood is a must.
@MLP_officiel",en,2022-02-28 19:05:59+00:00,7,850,3785,13697,1,0,4,07/05/2022 11:20,1,E
2204,1.4984E+18,4513448139,"Thank @BBCWorld, @BBCOS &amp; @BBCRosAtkins for a great interview on why #Switzerland adopted #international #sanctions against #Russia. Redefinition of #armed #neutrality? What does in mean for the #Swiss #economy? #Oil #trading #Banking, #industry, etc. #OOTT Great conversation!",en,2022-02-28 20:43:46+00:00,3,2355,754,6878,0,0,1,07/05/2022 11:20,1,E
2196,1.49844E+18,3732831677,"𝐔𝐒𝐃/𝐂𝐇𝐅 🇺🇸🇨🇭 𝐋𝐞𝐯𝐞𝐥𝐬

Swiss franc gas been strengthening in last few weeks.  
$USDCHF at 0.918 now

Since Start of 2022 
▪️ Maximum 0.934

#Forex #CHF #trading #business #MondayMotivation",en,2022-02-28 23:23:59+00:00,10,8666,9318,3471,1,0,0,07/05/2022 11:20,1,E
2189,1.49847E+18,2936516152,@HNTurtledove Switzerland joined the sanctions and froze assets. If Putin has a swiss bank account he has no assets. Ruble is worth less than 1 US cent. Russian economy is completely in the shitter.,en,2022-03-01 01:30:52+00:00,72,28,78,4296,14,2,1,07/05/2022 11:20,-1,E
2182,1.49854E+18,80818570,"#Zelenskyy is going down in the EU history as one of the greatest leader moving the position of Germany 🇩🇪 to invest in defence, supply arms to Ukraine 🇺🇦, SWIFT ban was unprecedented and even switzerland which didn’t even sanction Hitler is doing #Putin ….. ✊",en,2022-03-01 06:02:58+00:00,7,1465,1490,28218,0,1,2,07/05/2022 11:20,1,E
2165,1.49862E+18,1.49761E+18,"@maxseddon Ok, I guess all of that unclaimed Oligarch's fortunes, jets &amp; houses belong to us then. Tell the swiss bank to invest the money in rebuilding Ukraine. Russia doesn't want it anymore.",en,2022-03-01 11:14:50+00:00,3,0,66,378,0,0,0,07/05/2022 11:20,-1,E
2154,1.49865E+18,1.46008E+18,"The CEO of $CPRX Julian Hardy just landed back in Geneva, Switzerland. He is personally not worried about the price &amp; continue to invest. He'll be on Money Talks this Friday with @billbarhydt from @AbraGlobal.

We are readyyyyy! Stay tuned and prepare for your #CPRX questions! 🚀",en,2022-03-01 13:40:38+00:00,22,4339,9,590,8,0,1,07/05/2022 11:20,1,E
2153,1.49866E+18,7.18747E+17,"According to insiders, the operator of the 🇷🇺 Russian pipeline Nord Stream 2, based in the tax-friendly Swiss canton of Zug, is on the verge of insolvency

The operator now terminates all employees, informs the Swiss Minister of Economy",en,2022-03-01 13:49:28+00:00,255,42546,62,29827,27,4,8,07/05/2022 11:20,-1,E
2151,1.49866E+18,2838333676,"The operator of Russia’s Nord Stream 2 gas pipeline project was forced to lay off all its local staff of over 140 employees, based in Zug, Switzerland, according to the Swiss economy minister. The company is also considering filing for bankruptcy, media reported on Tuesday.",en,2022-03-01 14:17:30+00:00,13,40600,26583,283367,5,0,1,07/05/2022 11:20,-1,E
2150,1.49867E+18,133361934,"@waitbutwhy @paulg Switzerland on board w sanctions, Visa/Mastercard are no longer in business in Russia and Sweden is sending arms to Ukraine. Hundreds of thousands of people protesting across the world, NATO response activation and seismic European reordering. This isn’t some Twitter life cycle.",en,2022-03-01 14:27:52+00:00,5,93,96,3804,0,0,1,07/05/2022 11:20,-1,E
2145,1.49869E+18,384445331,"@BIS_org was not technically governed by Swiss law. It had previously told @CNBC, ""The BIS will follow sanctions, as applicable."" Since it is a kind of sovereign entity, no sanctions were applicable. @AtlanticCouncil reported that BIS/IMF held 6.4% of Russian forex reserves.",en,2022-03-01 15:51:38+00:00,14,161742,3886,7137,3,0,1,07/05/2022 11:20,0,E
2130,1.49879E+18,7.09862E+17,"@ChrisJustice01 @nytimes @maddow We know of over a 1000 Russian people have been arrested! They have relatives in Ukraine, the Ruble is worth less than 1 cent, their economy is tanking. Only the wealthy are fine - so far, although much less rich and can't travel.  The normally neutral Swiss froze their assets!",en,2022-03-01 22:36:43+00:00,6,40,160,5911,0,0,2,07/05/2022 11:20,-1,E
2126,1.49881E+18,917442644,"“We were informed today that the company cannot continue,” Silvia Thalmann-Gut, a councilor responsible for the economy in Zug, Switzerland, told the Swiss broadcaster SFR. “It has filed for bankruptcy."" NYTs",en,2022-03-02 00:11:55+00:00,7,10012,4592,19059,1,0,0,07/05/2022 11:20,-1,E
2121,1.49885E+18,2931406763,@acsofian @nohomelikeplace The Swiss have probably calculated that Putin's invasion of Ukraine threatens their economy and secret banking system.,en,2022-03-02 02:53:37+00:00,3,56,373,3232,0,0,0,07/05/2022 11:20,-1,E
2119,1.49886E+18,121489431,"Yes, Kim, if anything demonstrates what this president has done to cause our allies to disrespect us, it's the fact that the fcking Swiss have joined in a US-led offensive against the Russian economy.",en,2022-03-02 03:37:00+00:00,792,228112,4405,138857,142,7,12,07/05/2022 11:20,-1,E
2101,1.499E+18,1.19943E+18,@BobiBisbis @Fredminton8 @WilliamBabey @acsofian So maybe Switzerland needs to find another way to prop up its GDP because relying on Oligarchs won’t cut it.,en,2022-03-02 12:26:57+00:00,9,144,1676,7849,0,0,0,07/05/2022 11:20,-1,E
2098,1.49901E+18,375867837,"This is similar to the point I made about the KRG oil industry recently, or would make about Saudi Arabia. If you invest in these places like they were Switzerland, without investing in political risk analysis, don't complain.

(Comment from a political risk analyst.)",en,2022-03-02 13:14:41+00:00,3,14414,514,51067,0,0,1,07/05/2022 11:20,-1,E
2084,1.49911E+18,57961186,"@TeamCMR —Afghanistan withdrawal was set by Trump and Pompeo after they surrendered to the Taliban.
—“Border crisis?” What has CMR proposed re: immigration reform? Nothing? Thought so.
—UKR: Biden united the free world— INCLUDING SWITZERLAND. 
—Inflation is WORLDWIDE",en,2022-03-02 19:50:40+00:00,8,604,1549,43298,2,0,1,07/05/2022 11:20,0,E
2083,1.49911E+18,1.30793E+18,"@Badfish_l @Reh_Ca @Canucke67 @CBCAlerts lly Monaco, Ireland, Norway, Switzerland, Luxembourg and few more countries have higher gdp per capita than USA, does it mean USA Need aid. 🤦‍♂️",en,2022-03-02 19:51:21+00:00,3,16,282,1907,0,0,1,07/05/2022 11:20,1,E
2065,1.49928E+18,460288171,"SWISS PREMARKET:

$SMI +0,15%
$SMIM 0,12%

$LOGN +3,1% (CMD)
$NOVN +0,3% (product news)

$FORN +2,1% (earnings)
$IFCN +1,1% (earnings)
$PSPN +0,6% (broker call)
$SWON +1,1% (earnings)
$VACN -0,7% (earnings)

Most other shares marginally higher traded so far. No other movers.",en,2022-03-03 07:07:56+00:00,4,5123,297,21107,1,0,1,07/05/2022 11:20,0,E
2062,1.4993E+18,2698302989,@ZionARRB @auwutagawa @xxxtensioncorde The us has a higher gdp per capita than almost every country in Europe other than like Switzerland and Norway lmao,en,2022-03-03 08:20:13+00:00,5,830,189,29264,0,0,1,07/05/2022 11:20,1,E
2059,1.49931E+18,9.39179E+17,"@PandemicTruther this really pains me, both as a human, but also as someone who's father was from Sweden.
i'd always thought of them as 'neutral', like switzerland, who is no longer neutral either.
then i learned they are the 12th largest arms dealer in the world.  Sweden also exports death 4 GDP",en,2022-03-03 09:11:34+00:00,4,970,1228,11424,0,0,0,07/05/2022 11:20,-1,E
2048,1.49939E+18,2567843105,"1/3

In case you missed it overnight, swiss CPI came in way above expectations and above the SNB's acceptable level of 2%.

The SNB defines price stability as an annual inflation rate of less than 2%. 

When EURCHF was collapsing during the eurozone crisis, the low was 1.0094 and",en,2022-03-03 14:35:30+00:00,21,25000,552,9314,5,0,2,07/05/2022 11:20,-1,E
2043,1.49943E+18,121804962,@NFTNFTNFTNFT @HighStakesCap the Ticino(Tessin) Canton has the same GDP as whole El Salvador but the media exposure and influence of Switzerland is just something else,en,2022-03-03 17:17:05+00:00,32,1220,431,5538,0,0,1,07/05/2022 11:20,1,E
2041,1.49944E+18,361289499,NEW: Switzerland's City of Lugano will invest in helping university students learn about #Bitcoin and Lightning 🇨🇭,en,2022-03-03 17:49:07+00:00,3006,2393937,745,22583,398,20,150,07/05/2022 11:20,1,E
2039,1.49944E+18,1.34362E+18,NEW: Switzerland's City of Lugano will invest in helping university students learn about #Bitcoin  and Lightning 🇨🇭,en,2022-03-03 18:00:42+00:00,7,41234,114,2331,1,0,9,07/05/2022 11:20,1,E
2037,1.49945E+18,1.03517E+18,"Rostock tops the ranking by Swiss think tank Prognos because of its universities, attracting young people from all over the region, and its sparsely populated periphery, presenting many open spaces for growing companies.
Find out more about Mecklenburg-Vorpommern @invest_mv :",en,2022-03-03 18:11:00+00:00,3,11343,92,471,0,0,0,07/05/2022 11:20,1,E
2036,1.49945E+18,1.46802E+18,NEW: Switzerland's City of Lugano will invest in helping university students learn about #Bitcoin and Lightning 🇨🇭,en,2022-03-03 18:16:25+00:00,3,2018,1184,2039,1,0,0,07/05/2022 11:20,1,E
2030,1.49948E+18,225131448,"@CFCDaily He is so clear of J5 if by some miracle we get him this summer thats a huge positive, but the new swiss cheese and soccer owners have about 2-3 million left in cash to invest",en,2022-03-03 20:34:09+00:00,6,406,850,10820,0,0,2,07/05/2022 11:20,1,E
2027,1.4995E+18,1.41737E+18,"He's been linked with the club for one day, and people are already mocking Swiss businessman Hansjörg Wyss. While everyone is speculating about is unknown – why he is keen on the club, if he will invest, his intentions etc, here is what we DO know. In 2018, Wyss wrote an article",en,2022-03-03 21:52:45+00:00,154,11415,615,13511,18,7,15,07/05/2022 11:20,-1,E
2020,1.49964E+18,7.81536E+17,"@darkforeststrat @peterliakhov @dread_game Swiss government came out and said ""these sanctions will hurt us too... we will feel the impact. oh well... doesn't matter, our economy is strong enough to deal with the hit from the sanctions. This matters more""",en,2022-03-04 06:39:28+00:00,16,124,173,18587,1,0,1,07/05/2022 11:20,-1,E
2018,1.49966E+18,1.38156E+18,"@SNB_BNS Swiss National Bank is Member of @OneworldUnited Government Central Bank Digital World . #digitalworldbank .
@OneworldUnited Organization is Owner Of World's 99 Digital Curruncies And Founder Owner of OneWorld Government Central Bank .
And Owner of World's 99 Social Media Google.",en,2022-03-04 08:05:15+00:00,4,55,227,257,1,0,0,07/05/2022 11:20,0,E
2008,1.49968E+18,9.40109E+17,@Angelo4justice3 The purpose of Switzerland being forced to give up its 207-year history of neutrality is to let European /Russian capital return to WallStreet at full speed instead of staying in Switzerland... otherwise the domestic inflation will leads to economic crisis which nobody can save…,en,2022-03-04 09:29:11+00:00,7,263,12,7587,2,0,0,07/05/2022 11:20,-1,E
2000,1.49973E+18,42805508,@Gary4GovSC Is this all you got? While we watch our country go to hell in a hand basket. Highest inflation in 40 yrs. A southern border that has all the strength of Swiss cheese. Sky rocketing crime rate. And by the way we are faced with the treat of nuclear annihilation. Just saying.,en,2022-03-04 12:37:10+00:00,64,320,1445,3461,2,0,101,07/05/2022 11:20,-1,E
1997,1.49975E+18,126433539,"@josephmuramuzi1 @Hbamulinde I agree and you've made my point. Scroll through social media platforms. You'll almost never find a Japanese, Persian Gulf Arab, Canadian, Swiss, Norwegian or others from the highest GDP per capita countries talking about money. It's no longer an issue for them.",en,2022-03-04 13:56:26+00:00,14,80696,1816,39067,2,0,0,07/05/2022 11:20,-1,E
1973,1.49996E+18,403546088,"JPM cuts 2022 global GDP growth from 3.9% to 3.1% 

i.e. a reduction of 0.8% 

That’s about USD 750 billion knocked out from global activity - approximately the annual GDP of:

Switzerland OR
Turkey OR
Saudi Arabia

OR 28% of Indian GDP

Bigger than:
Poland
Taiwan
Sweden",en,2022-03-05 04:05:55+00:00,14,11468,414,2700,0,0,0,07/05/2022 11:20,0,E
1972,1.49998E+18,282050428,"Latest: Russia Ukraine Live Updates: Neutral Switzerland's economy shaken by sanctions on Russia
Switzerland's newly adopted tough stance on Russia has forced the Swiss economy to readjust to sanctions, blowing a wind of panic through the raw materials market in particular.",en,2022-03-05 05:44:43+00:00,3,20648,13004,218062,2,0,1,07/05/2022 11:20,-1,E
1970,1.49999E+18,1.34346E+18,Greg Wuthrich &amp; Leo Lacroix are the reasons why every A-League club should invest in a Swiss CB.,en,2022-03-05 06:11:44+00:00,14,704,1173,13891,0,0,1,07/05/2022 11:20,0,E
1969,1.50002E+18,2584582486,"@irishexaminer We were colonised. Abandoning neutrality almost certainly means joining an expansionist colonising pact. Few Irish people (thankfully) will agree to this. We can invest in our military, build defences and a massive reserve army w/o abandoning neutrality. It works for the Swiss",en,2022-03-05 07:55:38+00:00,33,18,340,258,1,1,8,07/05/2022 11:20,-1,E
1966,1.50006E+18,2712540932,"@danku_r @terra_money @anchor_protocol Ser, why not $CHT?
""[...] the Swiss franc is a good hedge play [...] and an economy less exposed to prevailing price pressures. Given the Swiss National Bank has a strict inflation mandate, it may allow the franc to strengthen as a defense against imported inflation.""",en,2022-03-05 10:26:16+00:00,7,465,376,2189,0,0,1,07/05/2022 11:20,1,E
1965,1.50006E+18,1.45313E+18,"@Ogra_SF We, as a country we can’t defend our neutrality. Unlike Sweden, Finland or Switzerland, we don’t invest. We couldn’t protect the communication cables that come through our waters. We couldn’t stop a giant fishing fleet. Be honest. We depend on the UK and the US to defend us.",en,2022-03-05 10:39:06+00:00,4,1,86,273,0,0,0,07/05/2022 11:20,-1,E
1962,1.50007E+18,1.38493E+18,@CNBC What a joke. The Swiss entire economy is based on money laundering and yet you'll never hear about it.,en,2022-03-05 11:40:55+00:00,9,234,722,5991,0,0,0,07/05/2022 11:20,-1,E
1957,1.50013E+18,282516592,"@hercules_invest @BitcoinMagazine @paoloardoino There are 4 national languages in Switzerland, including Italian",en,2022-03-05 15:18:39+00:00,6,1116,66,1847,0,0,2,07/05/2022 11:20,0,E
1950,1.50018E+18,1400041982,"Well not to scare the pants off anyone, but these traders are ENORMOUS. Question: Who is their backstop if they can’t make settlement? Central banks bail them out? Swiss mountaintops - is this an SNB problem??",en,2022-03-05 18:52:53+00:00,29,20025,272,3658,0,0,2,07/05/2022 11:20,-1,E
1938,1.50038E+18,108871464,"@OptionsChains Russia gdp $1.4 Trillion.. meanwhile EU $15 Trillion &amp; USA $20.9 Trillion.. the west ain’t going to miss Russia. Have you not noticed interest rates in Russia 20% and still the rubel keeps falling… no more super yachts, London and Swiss lifestyle or deigner goods. #IronCurtain",en,2022-03-06 08:10:21+00:00,7,119,124,10074,0,0,0,07/05/2022 11:20,-1,E
1925,1.50052E+18,1.19183E+18,"@LukhonaMnguni Is it ok for the US to have military bases and research centres in the Ukraine? Why is the US not allowing Cuba to have Russia’s military bases? What makes it so difficult for Ukraine to remain neutral like Switzerland and for NATO, US and Russia invest in her success?",en,2022-03-06 17:30:17+00:00,11,208,394,3175,1,0,1,07/05/2022 11:20,-1,E
